cik,company,event_seq,event_date,edgar_date,lopucki_date,date_discrepancy_days,intra_event_spread_days,source,chapter,sic,is_primary_filer,n_filings
1040792,Helios & Matheson Analytics Inc.,1,2020-01-29,2020-01-29,,,0,8K_FTS+8K_SUBMISSIONS,,7380,1,2
1041454,"UPC Polska, Inc.",1,2003-07-07,,2003-07-07,,0,LOPUCKI,11,4841,1,1
1041830,"Reliant Building Products, Inc.",1,2000-07-11,,2000-07-11,,0,LOPUCKI,11,3442,1,1
1041858,RCN Corporation,1,2004-05-27,,2004-05-27,,0,LOPUCKI,11,4813,1,1
1041954,"ITC DeltaCom, Inc.",1,2002-06-25,,2002-06-25,,0,LOPUCKI,11,4813,1,1
1042418,"Inhibitor Therapeutics, Inc.",1,2008-10-21,2008-10-21,,,0,8K_SUBMISSIONS,,2834.0,1,1
1042418,COMMONWEALTH BIOTECHNOLOGIES INC  (INTI),2,2011-01-25,2011-01-25,,,0,8K_FTS+8K_SUBMISSIONS,,8731,1,2
1042418,COMMONWEALTH BIOTECHNOLOGIES INC  (INTI),3,2013-04-18,2013-04-18,,,0,8K_FTS+8K_SUBMISSIONS,,8731,1,2
1042422,"Hedstrom Holdings, Inc.",1,2000-04-11,,2000-04-11,,0,LOPUCKI,11,3944,1,1
1042582,Eastern 1997D Limited Partnership,1,2013-09-18,2013-09-18,,,460,8K_FTS+8K_SUBMISSIONS,,1381,1,6
1043055,"Leiner Health Products, Inc. (2002)",1,2002-02-28,,2002-02-28,,0,LOPUCKI,11,2834,1,1
1043055,LEINER HEALTH PRODUCTS INC,2,2008-03-10,2008-03-10,2008-03-10,0,0,8K_SUBMISSIONS+LOPUCKI,11,2834.0,1,2
1043156,STAR BUFFET INC,1,2011-09-30,2011-09-30,,,0,8K_FTS+8K_SUBMISSIONS,,5812,1,2
1043156,STAR BUFFET INC,2,2012-12-20,2012-12-20,,,0,8K_FTS+8K_SUBMISSIONS,,5812,1,2
1043310,Startec Global Communications Corporation,1,2001-12-14,,2001-12-14,,0,LOPUCKI,11,4813,1,1
1043382,"Solutia, Inc.",1,2003-12-17,,2003-12-17,,0,LOPUCKI,11,2800,1,1
1043382,SOLUTIA INC,2,2007-12-05,2007-12-05,,,0,8K_SUBMISSIONS,,2800.0,1,1
1043438,"U.S.A. Floral Products, Inc.",1,2001-04-02,,2001-04-02,,0,LOPUCKI,11,5190,1,1
1043497,Creditrust Corporation,1,2000-06-21,,2000-06-21,,0,LOPUCKI,11,7389,1,1
1043533,"Metromedia Fiber Network, Inc.",1,2002-05-20,,2002-05-20,,0,LOPUCKI,11,4813,1,1
1043769,"Covad Communications Group, Inc.",1,2001-08-15,,2001-08-15,,0,LOPUCKI,11,4813,1,1
1044324,TROPICAL SPORTSWEAR INTERNATIONAL CORP,1,2004-12-16,2004-12-16,,,0,8K_SUBMISSIONS,,2320.0,1,1
1044378,BIOCEPT INC  (BIOCQ),1,2023-10-16,2023-10-16,,,0,8K_FTS+8K_SUBMISSIONS,,8071,1,2
1044434,SYNDICATED FOOD SERVICE INTERNATIONAL INC,1,2005-12-23,2005-12-23,,,0,8K_SUBMISSIONS,,6770.0,1,1
1044583,"Williams Communications Group, Inc.",1,2002-04-22,,2002-04-22,,0,LOPUCKI,11,4813,1,1
1044649,"Cambridge Industries, Inc.",1,2000-05-10,,2000-05-10,,0,LOPUCKI,11,3080,1,1
1045014,GAMETECH INTERNATIONAL INC,1,2012-07-02,2012-07-02,,,93,8K_FTS+8K_SUBMISSIONS,,7990,1,6
1045151,CLICKABLE ENTERPRISES INC,1,2008-09-04,2008-09-04,,,8,8K_SUBMISSIONS,,5900.0,1,2
1045309,W.R. Grace & Company,1,2001-04-02,,2001-04-02,,0,LOPUCKI,11,2800,1,1
1045309,W R GRACE & CO,2,2014-02-07,2014-02-07,,,0,8K_FTS+8K_SUBMISSIONS,,2800,1,2
1045425,RAIT Financial Trust,1,2019-08-30,2019-09-03,2019-08-30,4,154,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6798,1,5
1045550,BARON CAPITAL TRUST,1,2004-12-27,2004-12-27,,,277,8K_SUBMISSIONS,,6513.0,1,2
1045739,"ETELOS, INC.",1,2007-02-14,2007-02-14,,,0,8K_SUBMISSIONS,,7372.0,1,1
1045742,LIVE VENTURES Inc,1,2019-12-13,2019-12-13,,,0,8K_SUBMISSIONS,,5900.0,1,1
1045742,LIVE VENTURES Inc  (LIVE),2,2022-03-03,2022-03-03,,,0,8K_FTS+8K_SUBMISSIONS,,5900,1,2
104599,"Circuit City Stores, Inc.",1,2008-11-10,2008-11-12,2008-11-10,2,2,8K_SUBMISSIONS+LOPUCKI,11,5731,1,2
104599,CIRCUIT CITY STORES INC,2,2010-11-05,2010-11-05,,,0,8K_FTS+8K_SUBMISSIONS,,5731,1,2
1046356,Building Materials Holding Corporation,1,2009-06-16,,2009-06-16,,0,LOPUCKI,11,5211,1,1
1046558,"Convergent Communications, Inc.",1,2001-04-19,,2001-04-19,,0,LOPUCKI,11,4813,1,1
1046578,"TOUSA, Inc.",1,2008-01-29,2008-01-31,2008-01-29,2,2,8K_SUBMISSIONS+LOPUCKI,11,1520,1,2
1046859,"Remy International, Inc.",1,2007-10-08,,2007-10-08,,0,LOPUCKI,11,3714,1,1
1046880,Central European Distribution Corporation,1,2013-04-07,2013-04-08,2013-04-07,1,65,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5180,1,5
1047021,Teligent Inc,1,2001-05-21,,2001-05-21,,0,LOPUCKI,11,4812,1,1
1047040,Perkins & Marie Callenders Inc.,1,2011-06-13,,2011-06-13,,0,LOPUCKI,11,5812,1,1
1047153,CERTIFIED DIABETIC SERVICES INC,1,2010-05-13,2010-05-13,,,0,8K_FTS+8K_SUBMISSIONS,,8090,1,2
1047290,"Newark Group, Inc.",1,2010-06-09,,2010-06-09,,0,LOPUCKI,11,2631,1,1
1047368,Glenoit Corp.,1,2000-08-08,,2000-08-08,,0,LOPUCKI,11,2250,1,1
1047739,INLAND FIBER GROUP LLC,1,2006-08-24,2006-08-24,,,14,8K_SUBMISSIONS,,800.0,1,3
1047919,AMBIENT CORP /NY,1,2014-07-29,2014-07-29,,,0,8K_FTS+8K_SUBMISSIONS,,4813,1,2
1048268,"Integrated Electrical Services, Inc.",1,2006-02-14,2006-02-15,2006-02-14,1,76,8K_SUBMISSIONS+LOPUCKI,11,1731,1,3
1048339,TOMS FOODS INC,1,2005-04-06,2005-04-06,,,0,8K_SUBMISSIONS,,2090.0,1,1
1048566,FOG CUTTER CAPITAL GROUP INC,1,2009-04-08,2009-04-08,,,0,8K_FTS+8K_SUBMISSIONS,,5812,1,2
104897,"WSI INDUSTRIES, INC.",1,2017-10-23,2017-10-23,,,0,8K_FTS+8K_SUBMISSIONS,,3540,1,2
1049442,Pliant Corporation (2006),1,2006-01-03,2006-01-06,2006-01-03,3,3,8K_SUBMISSIONS+LOPUCKI,11,2673,1,2
1049442,Pliant Corporation (2009),2,2009-02-11,2009-02-17,2009-02-11,6,6,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2673,1,3
1050112,ANTHRACITE CAPITAL INC,1,2010-03-15,2010-03-15,2010-03-15,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,6798,1,3
1050504,Pentacon Inc.,1,2002-05-23,,2002-05-23,,0,LOPUCKI,11,5072,1,1
1051009,SHOE PAVILION INC,1,2008-07-16,2008-07-16,,,0,8K_SUBMISSIONS,,5661.0,1,1
1051251,J CREW GROUP INC,1,2020-05-04,2020-05-04,2020-05-04,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5600,1,3
1051379,MIDWEST BANC HOLDINGS INC,1,2010-05-20,2010-05-20,2010-08-20,-92,382,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6021,1,9
1051381,National Equipment Services Inc.,1,2003-06-27,,2003-06-27,,0,LOPUCKI,11,7359,1,1
1051985,"Flagship Global Health, Inc.",1,2008-08-20,2008-08-20,,,0,8K_SUBMISSIONS,,8090.0,1,1
1052163,Anchor Glass Container Corp. (1996),1,1996-09-13,,1996-09-13,,0,LOPUCKI,11,3221,1,1
1052163,Anchor Glass Container Corp. (2002),2,2002-04-15,,2002-04-15,,0,LOPUCKI,11,3221,1,1
1052163,Anchor Glass Container Corporation (2005),3,2005-08-08,2005-08-09,2005-08-08,1,255,8K_SUBMISSIONS+LOPUCKI,11,3221,1,3
1052245,"eToys, Inc.",1,2001-03-07,,2001-03-07,,0,LOPUCKI,11,5961,1,1
1052517,TRUMP ATLANTIC CITY FUNDING II INC,1,2004-11-24,2004-11-24,,,138,8K_SUBMISSIONS,,7990.0,1,2
1052519,TRUMP ATLANTIC CITY FUNDING III INC,1,2004-11-24,2004-11-24,,,138,8K_SUBMISSIONS,,7990.0,1,2
1052743,Frontline Capital Group,1,2002-06-12,,2002-06-12,,0,LOPUCKI,11,6531,1,1
105319,"WW INTERNATIONAL, INC.  (WW)",1,2025-05-07,2025-05-07,,,42,8K_FTS+8K_SUBMISSIONS,,7200,1,8
1053303,"Fruit of the Loom, Ltd.",1,1999-12-29,,1999-12-29,,0,LOPUCKI,11,2250,1,1
1054422,"U.S. Aggregates, Inc.",1,2002-03-11,,2002-03-11,,0,LOPUCKI,11,1400,1,1
1054524,HYDROMAID INTERNATIONAL INC,1,2007-07-30,2007-07-30,,,0,8K_SUBMISSIONS,,3630.0,1,1
1054588,Loews Cineplex Entertainment Corp,1,2001-02-15,,2001-02-15,,0,LOPUCKI,11,7830,1,1
1055454,SCHOOL SPECIALTY INC,1,2013-01-28,2013-01-28,2013-01-28,0,140,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5000,1,7
1055468,Fountain View Inc.,1,2001-10-02,,2001-10-02,,0,LOPUCKI,11,8051,1,1
1055684,Unicapital Corporation,1,2000-12-11,,2000-12-11,,0,LOPUCKI,11,6159,1,1
105608,B-E Holdings Inc.,1,1994-02-18,,1994-02-18,,0,LOPUCKI,11,3532,1,1
105608,AG&E HOLDINGS INC.,2,2018-10-18,2018-10-18,,,0,8K_FTS+8K_SUBMISSIONS,,3663,1,2
1056087,MCCLATCHY CO,1,2020-02-13,2020-02-13,2020-02-13,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2711,1,3
1056112,"Werner Holding Co. (PA), Inc.",1,2006-06-12,,2006-06-12,,0,LOPUCKI,11,3440,1,1
1056312,"Vlasic Foods International, Inc.",1,2001-01-29,,2001-01-29,,0,LOPUCKI,11,2000,1,1
1056386,Internap Corp,1,2020-03-16,2020-03-16,2020-03-16,0,53,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7370,1,5
1056756,NBC ACQUISITION CORP,1,2011-06-27,2011-06-27,,,344,8K_FTS+8K_SUBMISSIONS,,5190,1,4
1056758,"Nebraska Book Company, Inc.",1,2011-06-27,,2011-06-27,,0,LOPUCKI,11,5190,1,1
1057725,Neff Corp.,1,2010-05-16,,2010-05-16,,0,LOPUCKI,11,7359,1,1
1058033,Northwest Airlines Corporation,1,2005-09-14,,2005-09-14,,0,LOPUCKI,11,4512,1,1
1058033,NORTHWEST AIRLINES CORP,2,2007-05-21,2007-05-21,,,0,8K_SUBMISSIONS,,4512.0,1,1
1058623,Cumulus Media Inc.,1,2017-11-29,2017-11-30,2017-11-29,1,1,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4832,1,3
1058623,CUMULUS MEDIA INC,2,2026-03-05,2026-03-05,,,43,8K_SUBMISSIONS,,4832.0,1,2
1058703,Allegiance Telecom Inc.,1,2003-05-14,,2003-05-14,,0,LOPUCKI,11,4813,1,1
1058767,BIOMODA INC/NM,1,2013-11-25,2013-11-25,,,123,8K_FTS+8K_SUBMISSIONS,,8060,1,4
1058956,"DTI Holdings, Inc.",1,2001-12-31,,2001-12-31,,0,LOPUCKI,11,4813,1,1
1058986,"Pinnacle Holdings, Inc.",1,2002-05-21,,2002-05-21,,0,LOPUCKI,11,6798,1,1
1059130,Focal Communications Corporation,1,2002-12-19,,2002-12-19,,0,LOPUCKI,11,4812,1,1
1059364,"Eagle Picher Holdings, Inc. (2005)",1,2005-04-11,2005-04-13,2005-04-11,2,2,8K_SUBMISSIONS+LOPUCKI,11,3711,1,2
1059397,KOLORFUSION INTERNATIONAL INC,1,2010-08-02,2010-08-02,,,0,8K_FTS+8K_SUBMISSIONS,,2750,1,2
1059567,DAISY PARTS INC,1,2005-04-13,2005-04-13,,,0,8K_SUBMISSIONS,,3714.0,1,1
1059570,EAGLE PICHER FAR EAST INC,1,2005-04-13,2005-04-13,,,0,8K_SUBMISSIONS,,3714.0,1,1
1059572,EAGLE PICHER FILTRATION & MINERALS INC,1,2005-04-13,2005-04-13,,,0,8K_SUBMISSIONS,,3714.0,1,1
1059573,HILLSDALE TOOL & MANUFACTURING CO,1,2005-04-13,2005-04-13,,,0,8K_SUBMISSIONS,,3714.0,1,1
1059576,EAGLE PICHER TECHNOLOGIES LLC,1,2005-04-13,2005-04-13,,,0,8K_SUBMISSIONS,,3714.0,1,1
1059677,"Industrial Enterprises of America, Inc.",1,2009-05-29,2009-05-29,,,0,8K_FTS+8K_SUBMISSIONS,,2990,1,2
1059706,Transportation Components Inc.,1,2001-05-07,,2001-05-07,,0,LOPUCKI,11,5013,1,1
1059888,"Holt Group, Inc.",1,2001-03-21,,2001-03-21,,0,LOPUCKI,11,4400,1,1
1060009,"Vencor, Inc.",1,1999-09-13,,1999-09-13,,0,LOPUCKI,11,8050,1,1
1060024,Aurora Foods Inc.,1,2003-12-08,,2003-12-08,,0,LOPUCKI,11,2040,1,1
1060242,Imperial Home Decor Group Inc.,1,2000-01-05,,2000-01-05,,0,LOPUCKI,11,2673,1,1
1060390,TWEETER HOME ENTERTAINMENT GROUP INC,1,2007-06-11,2007-06-11,2007-06-11,0,0,8K_SUBMISSIONS+LOPUCKI,11,5731.0,1,2
1060791,LEXINGTON RESOURCES INC,1,2008-03-11,2008-03-11,,,0,8K_SUBMISSIONS,,1311.0,1,1
1060948,"MMH Holdings, Inc.",1,2000-05-17,,2000-05-17,,0,LOPUCKI,11,3537,1,1
1060990,QUICKSILVER RESOURCES INC,1,2015-03-17,2015-03-17,2015-03-17,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,3
1060990,QUICKSILVER RESOURCES INC,2,2016-08-22,2016-08-22,,,10,8K_FTS+8K_SUBMISSIONS,,1311,1,4
1061029,BRAVO! BRANDS INC.,1,2007-09-21,2007-09-21,,,0,8K_SUBMISSIONS,,2020.0,1,1
1061322,Global Crossing Ltd.,1,2002-01-28,,2002-01-28,,0,LOPUCKI,11,4813,1,1
1061499,Key Plastics L.L.C.,1,2000-03-23,,2000-03-23,,0,LOPUCKI,11,3714,1,1
1061580,UCBH HOLDINGS INC,1,2009-11-16,2009-11-16,2009-11-24,-8,8,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,6022,1,3
1061583,"Verado Holdings, Inc.",1,2002-02-15,,2002-02-15,,0,LOPUCKI,11,4813,1,1
1061800,"Talon Automotive Group, Inc.",1,2001-06-29,,2001-06-29,,0,LOPUCKI,11,3460,1,1
1061822,COMPOSITE SOLUTIONS INC,1,2004-10-12,2004-10-12,,,209,8K_SUBMISSIONS,,7200.0,1,3
1061822,COMPOSITE SOLUTIONS INC,2,2007-05-11,2007-05-11,,,0,8K_SUBMISSIONS,,7200.0,1,1
1061985,CONSOLIDATED ENERGY INC,1,2007-07-17,2007-07-17,,,0,8K_SUBMISSIONS,,1220.0,1,1
1062515,"NationsRent, Inc.",1,2001-12-17,,2001-12-17,,0,LOPUCKI,11,7359,1,1
1062613,FAIRPOINT COMMUNICATIONS INC,1,2009-10-26,2009-10-26,2009-10-26,0,0,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4813,1,3
1062613,FAIRPOINT COMMUNICATIONS INC,2,2011-01-14,2011-01-14,,,11,8K_FTS+8K_SUBMISSIONS,,4813,1,4
1062834,BARON CAPITAL PROPERTIES LP,1,2004-12-27,2004-12-27,,,277,8K_SUBMISSIONS,,6513.0,1,2
1063262,MEGA MEDIA GROUP INC,1,2009-08-10,2009-08-10,,,113,8K_FTS+8K_SUBMISSIONS,,4832,1,4
1063537,NUTRACEA  (RIBT),1,2009-11-17,2009-11-17,,,350,8K_FTS+8K_SUBMISSIONS,,2040,1,4
1063574,"WKI Holding Company, Inc.",1,2002-05-31,,2002-05-31,,0,LOPUCKI,11,3231,1,1
1063842,IMAGE INNOVATIONS HOLDINGS INC,1,2006-07-11,2006-07-11,,,0,8K_SUBMISSIONS,,5900.0,1,1
1063997,"Harrington West Financial Group, Inc.",1,2010-09-10,,2010-09-10,,0,LOPUCKI,11,6035,1,1
1064015,AMERITRANS CAPITAL CORP,1,2013-05-01,2013-05-01,,,0,8K_FTS+8K_SUBMISSIONS,,,1,2
1064063,MIIX GROUP INC,1,2004-12-21,2004-12-21,,,0,8K_SUBMISSIONS,,6399.0,1,1
1064526,"Grove Worldwide, LLC",1,2001-05-07,,2001-05-07,,0,LOPUCKI,11,3531,1,1
106455,Westmoreland Coal Co. (1994),1,1994-11-08,,1994-11-08,,0,LOPUCKI,11,1220,1,1
106455,WESTMORELAND COAL Co,2,2018-10-09,2018-10-09,2018-10-09,0,157,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1221,1,9
1064728,PEABODY ENERGY CORP  (BTU),1,2016-04-13,2016-04-13,2016-04-13,0,341,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1221,1,5
1065049,Leap Wireless International Inc.,1,2003-04-13,,2003-04-13,,0,LOPUCKI,11,4813,1,1
1065059,USEC INC  (LEU),1,2014-03-05,2014-03-05,2014-03-05,0,184,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1400,1,5
1065298,SUPERIOR BANCORP,1,2011-04-19,2011-04-19,,,0,8K_FTS+8K_SUBMISSIONS,,6022,1,2
1065458,Logix Communications Enterprises Inc.,1,2002-02-28,,2002-02-28,,0,LOPUCKI,11,4813,1,1
1065581,TIGER TELEMATICS INC,1,2006-01-23,2006-01-23,,,227,8K_SUBMISSIONS,,4899.0,1,5
1065581,TIGER TELEMATICS INC,2,2007-09-18,2007-09-18,,,0,8K_SUBMISSIONS,,4899.0,1,1
1065633,Network Plus Corp.,1,2002-02-04,,2002-02-04,,0,LOPUCKI,11,4813,1,1
1065869,"Rhythms NetConnections, Inc.",1,2001-08-01,,2001-08-01,,0,LOPUCKI,11,7370,1,1
1066048,Fine Air Services Corp.,1,2000-09-27,,2000-09-27,,0,LOPUCKI,11,4522,1,1
1066134,"Corinthian Colleges, Inc.",1,2015-05-04,2015-05-06,2015-05-04,2,2,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,8200,1,3
1066138,"Lodgian, Inc.",1,2001-12-20,,2001-12-20,,0,LOPUCKI,11,7011,1,1
106618,WHX Corporation,1,2005-03-07,2005-03-08,2005-03-07,1,143,8K_SUBMISSIONS+LOPUCKI,11,3470,1,3
1066281,DURAVEST INC,1,2007-03-26,2007-03-26,,,0,8K_SUBMISSIONS,,6770.0,1,1
1066281,DURAVEST INC,2,2008-06-23,2008-06-23,,,0,8K_SUBMISSIONS,,6770.0,1,1
1066719,"Taihe Group, Inc.  (TIHE)",1,2023-08-18,2023-08-18,,,0,8K_FTS+8K_SUBMISSIONS,,8071,1,2
1066923,Future FinTech Group Inc.,1,2004-10-13,2004-10-13,,,0,8K_SUBMISSIONS,,7389.0,1,2
1066961,"Infosmart Group, Inc.",1,2010-06-18,2010-06-18,,,0,8K_FTS+8K_SUBMISSIONS,,3652,1,2
1067447,Derby Cycle Corp,1,2001-08-20,,2001-08-20,,0,LOPUCKI,11,3751,1,1
1067837,"AUDACY, INC.  (AUDAQ)",1,2024-01-08,2024-01-08,,,267,8K_FTS+8K_SUBMISSIONS,,4832,1,6
1068078,American Commercial Lines LLC,1,2003-01-31,,2003-01-31,,0,LOPUCKI,11,4400,1,1
1068084,PRIVATE MEDIA GROUP INC,1,2011-08-26,2011-08-26,,,229,8K_FTS+8K_SUBMISSIONS,,2721,1,8
1068292,Clarent Corp.,1,2002-12-13,,2002-12-13,,0,LOPUCKI,11,7372,1,1
1068660,Knight Energy Corp.,1,2009-04-08,2009-04-08,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1068874,IMPLANT SCIENCES CORP,1,2016-10-11,2016-10-11,,,294,8K_FTS+8K_SUBMISSIONS,,3829,1,4
1068912,FIRST PLACE FINANCIAL CORP /DE/,1,2012-10-29,2012-10-29,2012-10-29,0,151,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6035,1,7
1069201,CROSS MEDIA MARKETING CORP,1,2004-08-23,2004-08-23,,,0,8K_SUBMISSIONS,,7389.0,1,1
1069353,"Conexant Systems, Inc.",1,2013-02-28,,2013-02-28,,0,LOPUCKI,11,3674,1,1
1069602,"Classic Communications, Inc.",1,2001-11-13,,2001-11-13,,0,LOPUCKI,11,4841,1,1
1069996,FedNat Holding Co,1,2022-12-12,2022-12-12,,,0,8K_FTS+8K_SUBMISSIONS,,6331,1,2
1070510,SARS CORP.,1,2010-04-27,2010-04-27,,,0,8K_FTS+8K_SUBMISSIONS,,7372,1,2
1070630,THINKPATH INC,1,2008-03-14,2008-03-14,,,0,8K_SUBMISSIONS,,7370.0,1,1
1071411,"Fusion Connect, Inc.",1,2019-06-03,2019-06-03,,,0,8K_FTS+8K_SUBMISSIONS,,7372,1,2
1071598,PAC-WEST TELECOMM INC,1,2007-05-01,2007-05-01,,,0,8K_SUBMISSIONS,,4813.0,1,1
1071645,"World Access, Inc.",1,2001-04-04,,2001-04-04,,0,LOPUCKI,11,3669,1,1
1071645,WORLD ACCESS INC /NEW/,2,2004-09-22,2004-09-22,,,26,8K_SUBMISSIONS,,4813.0,1,2
1072048,"SpectraSite Holdings, Inc.",1,2002-11-15,,2002-11-15,,0,LOPUCKI,11,4899,1,1
1072258,American Plumbing & Mechanical Inc.,1,2003-10-13,,2003-10-13,,0,LOPUCKI,11,1700,1,1
1072342,Delphi Corporation,1,2005-10-08,2005-10-14,2005-10-08,6,6,8K_SUBMISSIONS+LOPUCKI,11,3714,1,2
1072342,DELPHI CORP,2,2008-01-30,2008-01-30,,,0,8K_SUBMISSIONS,,3714.0,1,1
1072548,Geo Specialty Chemicals Inc.,1,2004-03-18,,2004-03-18,,0,LOPUCKI,11,2810,1,1
1073429,US CONCRETE INC,1,2010-04-29,2010-04-29,2010-04-29,0,92,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3272,1,5
1073876,VISUAL BIBLE INTERNATIONAL INC,1,2005-04-18,2005-04-18,,,0,8K_SUBMISSIONS,,2731.0,1,1
1074436,"a21, Inc.",1,2008-12-04,2008-12-04,,,43,8K_FTS+8K_SUBMISSIONS,,7389.0,1,3
1074458,HORIZON BANCORPORATION INC,1,2010-09-17,2010-09-17,,,0,8K_FTS+8K_SUBMISSIONS,,6021,1,2
1074530,BOYDS COLLECTION LTD,1,2005-10-21,2005-10-21,,,248,8K_SUBMISSIONS,,5190.0,1,2
1074663,QUARK TECHNOLOGY GLOBAL INC.,1,2005-09-19,2005-09-19,,,0,8K_SUBMISSIONS,,3711.0,1,1
1074874,DIOMED HOLDINGS INC,1,2008-03-14,2008-03-14,,,0,8K_SUBMISSIONS,,3841.0,1,1
1074908,Valley Media Inc.,1,2001-11-20,,2001-11-20,,0,LOPUCKI,11,5099,1,1
1075043,PATRON SYSTEMS INC,1,2007-11-30,2007-11-30,,,0,8K_SUBMISSIONS,,7372.0,1,1
1075348,FIRST FEDERAL BANKSHARES INC,1,2009-09-08,2009-09-08,,,0,8K_FTS+8K_SUBMISSIONS,,6035,1,2
1076462,ALPHATRADE COM,1,2011-03-28,2011-03-28,,,0,8K_FTS+8K_SUBMISSIONS,,7389,1,2
1076682,"POLARITYTE, INC.  (RGTPQ)",1,2023-06-07,2023-06-07,,,0,8K_FTS+8K_SUBMISSIONS,,2836,1,2
1076700,"KIT digital, Inc.",1,2013-04-25,2013-04-26,2013-04-25,1,111,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,8900,1,5
1076732,"USInterNetworking, Inc.",1,2002-01-07,,2002-01-07,,0,LOPUCKI,11,7371,1,1
107681,"Winn-Dixie Stores, Inc.",1,2005-02-21,2005-02-24,2005-02-21,3,3,8K_SUBMISSIONS+LOPUCKI,11,5411,1,2
107681,WINN DIXIE STORES INC,2,2006-12-11,2006-12-11,,,0,8K_SUBMISSIONS,,5411.0,1,1
1076930,GSI GROUP INC  (NOVT),1,2009-11-20,2009-11-20,2009-11-20,0,189,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3690,1,5
1077050,HERBORIUM,1,2005-01-05,2005-01-05,,,588,8K_SUBMISSIONS,,2833.0,1,4
1077552,"GenTek, Inc.",1,2002-10-11,,2002-10-11,,0,LOPUCKI,11,3714,1,1
1078203,"Stamford Industrial Group, Inc.",1,2009-09-14,2009-09-14,,,0,8K_FTS+8K_SUBMISSIONS,,3460,1,2
1078207,BOWFLEX INC.  (BFXXQ),1,2024-03-05,2024-03-05,,,169,8K_FTS+8K_SUBMISSIONS,,3949,1,6
1078420,Advanced GlassFiber Yarns LLC,1,2002-12-10,,2002-12-10,,0,LOPUCKI,11,3220,1,1
1079797,New Century Energy Corp.,1,2008-07-29,2008-07-29,,,0,8K_SUBMISSIONS,,1311.0,1,1
1080029,"Dougherty's Pharmacy, Inc.",1,2007-11-09,2007-11-09,,,0,8K_SUBMISSIONS,,5912.0,1,1
1080029,"Dougherty's Pharmacy, Inc.",2,2019-08-30,2019-08-30,,,0,8K_FTS+8K_SUBMISSIONS,,5912,1,2
1080504,Eastern 1998D Limited Partnership,1,2013-09-18,2013-09-18,,,460,8K_FTS+8K_SUBMISSIONS,,1311,1,6
1080558,"NorthPoint Communications Group, Inc.",1,2001-01-16,,2001-01-16,,0,LOPUCKI,11,4813,1,1
1081074,"Armada Oil, Inc.",1,2015-08-31,2015-08-31,,,0,8K_FTS+8K_SUBMISSIONS,,1311,1,2
1081158,EQUISTAR CHEMICALS LP,1,2009-01-07,2009-01-07,,,0,8K_FTS+8K_SUBMISSIONS,,2870,1,2
1081290,Redback Networks Inc.,1,2003-11-03,,2003-11-03,,0,LOPUCKI,11,7389,1,1
1081748,MUNICIPAL PAYMENTS SYSTEMS INC,1,2005-02-24,2005-02-24,,,0,8K_SUBMISSIONS,,7389.0,1,1
1081878,New World Pasta Co.,1,2004-05-10,,2004-05-10,,0,LOPUCKI,11,2090,1,1
1082084,BROOKE CAPITAL CORP,1,2008-10-29,2008-10-29,,,1,8K_SUBMISSIONS,,6311.0,1,2
1082368,BANK OF FLORIDA CORP,1,2010-06-01,2010-06-01,,,0,8K_FTS+8K_SUBMISSIONS,,6021,1,2
1082368,BANK OF FLORIDA CORP,2,2011-06-28,2011-06-28,,,0,8K_FTS+8K_SUBMISSIONS,,6021,1,2
1082484,TEAM FINANCIAL INC /KS,1,2009-03-24,2009-03-24,2009-04-05,-12,20,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6021,1,5
1082735,GREATER ATLANTIC FINANCIAL CORP,1,2009-12-09,2009-12-09,,,0,8K_FTS+8K_SUBMISSIONS,,6036,1,2
1083036,ELECTRONIC GAME CARD INC,1,2010-09-29,2010-09-29,,,0,8K_FTS+8K_SUBMISSIONS,,3990,1,2
1083132,IMMUNICON CORP,1,2008-06-11,2008-06-11,,,0,8K_SUBMISSIONS,,3826.0,1,1
1083753,THERMOVIEW INDUSTRIES INC,1,2005-09-26,2005-09-26,,,0,8K_SUBMISSIONS,,3089.0,1,1
1084103,NETWOLVES CORP,1,2007-05-22,2007-05-22,,,0,8K_SUBMISSIONS,,4899.0,1,1
